flight_id,flight_no,origin_airport,destination_airport,flight_date,base_fare
708584,FL9583,6019,6028,2025-09-11,5929.39
708585,FL9584,6019,6001,2025-07-31,22775.9
708586,FL9585,6023,6007,2025-04-23,33909.22
708587,FL9586,6008,6028,2025-11-13,69276.9
708588,FL9587,6021,6018,2025-01-20,23355.06
708589,FL9588,6026,6029,2025-02-12,23886.43
708590,FL9589,6004,6006,2025-01-22,32658.31
708591,FL9590,6012,6023,2025-01-18,54909.62
708592,FL9591,6028,6024,2025-03-11,13550.67
708593,FL9592,6008,6013,2025-07-08,13898.73
708594,FL9593,6026,6008,2025-06-13,58433.95
708595,FL9594,6007,6015,2025-05-18,70857.55
708596,FL9595,6010,6001,2025-11-15,72641.41
708597,FL9596,6007,6016,2025-11-14,18556.16
708598,FL9597,6023,6009,2025-03-23,66230.13
708599,FL9598,6001,6007,2025-06-06,2643.9
708600,FL9599,6006,6018,2025-12-29,12853.79
708601,FL9600,6013,6010,2025-02-03,61235.14
708602,FL9601,6019,6023,2025-05-13,65469.41
708603,FL9602,6021,6013,2025-05-10,21520.57
708604,FL9603,6005,6021,2025-11-21,29041.7
708605,FL9604,6025,6017,2025-10-01,46773.65
708606,FL9605,6026,6022,2025-02-10,38558.89
708607,FL9606,6018,6005,2025-03-14,13818.29
708608,FL9607,6022,6019,2025-04-08,21173.48
708609,FL9608,6001,6011,2025-10-25,15659.72
708610,FL9609,6005,6005,2025-11-20,37777.71
708611,FL9610,6011,6012,2025-07-07,63229.28
708612,FL9611,6029,6006,2025-06-06,46859.41
708613,FL9612,6021,6022,2025-05-03,70440.95
708614,FL9613,6001,6002,2025-07-18,20217.81
708615,FL9614,6002,6027,2025-03-23,11379.47
708616,FL9615,6002,6014,2025-11-26,48171.2
708617,FL9616,6019,6018,2025-03-20,8664.47
708618,FL9617,6006,6017,2025-11-19,42024.17
708619,FL9618,6001,6004,2025-04-03,34648.49
708620,FL9619,6027,6020,2025-10-24,32254.34
708621,FL9620,6017,6009,2025-07-16,47144.13
708622,FL9621,6011,6012,2025-08-02,50044.17
708623,FL9622,6006,6022,2025-07-20,24348.61
708624,FL9623,6003,6019,2025-12-20,34539.68
708625,FL9624,6004,6003,2025-06-07,47546.63
708626,FL9625,6025,6010,2025-02-28,51414.34
708627,FL9626,6001,6005,2025-01-27,36465.87
708628,FL9627,6025,6011,2025-01-09,18902.54
708629,FL9628,6002,6017,2025-03-18,35365.18
708630,FL9629,6029,6001,2025-09-14,73255.32
708631,FL9630,6020,6030,2025-03-02,71438.82
708632,FL9631,6017,6014,2025-11-24,7189.76
708633,FL9632,6019,6007,2025-02-10,23921.82
708634,FL9633,6021,6024,2025-09-25,9653.18
708635,FL9634,6027,6019,2025-01-16,54902.81
708636,FL9635,6016,6014,2025-05-07,60375.94
708637,FL9636,6014,6016,2025-04-02,73015.11
708638,FL9637,6016,6025,2025-10-16,49170.65
708639,FL9638,6011,6026,2025-02-28,21748.77
708640,FL9639,6013,6030,2025-05-07,37080.33
708641,FL9640,6024,6008,2025-07-28,22109.97
708642,FL9641,6009,6021,2025-01-06,19905.67
708643,FL9642,6012,6022,2025-08-26,32628.58
708644,FL9643,6001,6026,2025-02-16,17797.07
708645,FL9644,6021,6029,2025-01-24,14865.04
708646,FL9645,6029,6014,2025-07-25,40727.96
708647,FL9646,6009,6025,2025-03-27,48515.07
708648,FL9647,6016,6015,2025-02-24,2920.24
708649,FL9648,6014,6026,2025-04-12,52526.67
708650,FL9649,6014,6006,2025-06-27,38912.7
708651,FL9650,6026,6003,2025-05-30,18430.39
708652,FL9651,6006,6007,2025-07-16,43658.27
708653,FL9652,6014,6024,2025-04-05,17928.89
708654,FL9653,6019,6023,2025-04-21,19265.44
708655,FL9654,6028,6004,2025-04-20,54404.18
708656,FL9655,6005,6015,2025-07-25,20010.54
708657,FL9656,6029,6030,2025-11-11,32493.11
708658,FL9657,6025,6011,2025-08-18,61985.73
708659,FL9658,6030,6001,2025-10-09,42359.99
708660,FL9659,6009,6010,2025-05-08,32770.2
708661,FL9660,6011,6002,2025-08-05,73440.54
708662,FL9661,6017,6010,2025-03-22,48315.06
708663,FL9662,6015,6029,2025-02-13,14744.02
708664,FL9663,6001,6019,2025-09-26,27290.56
708665,FL9664,6005,6010,2025-08-11,59527.28
708666,FL9665,6025,6011,2025-10-21,67011.14
708667,FL9666,6026,6007,2025-11-20,54219.54
708668,FL9667,6010,6026,2025-02-21,10941.1
708669,FL9668,6018,6014,2025-02-11,70037.75
708670,FL9669,6006,6016,2025-03-08,52881.78
708671,FL9670,6008,6024,2025-02-27,63242.58
708672,FL9671,6028,6012,2025-12-28,53108.22
708673,FL9672,6026,6013,2025-10-17,48453.75
708674,FL9673,6024,6019,2025-05-03,55190.6
708675,FL9674,6004,6016,2025-08-03,50981.02
708676,FL9675,6028,6008,2025-04-18,49358.84
708677,FL9676,6019,6014,2025-01-17,4428.16
708678,FL9677,6025,6002,2025-07-29,9588.84
708679,FL9678,6014,6029,2025-05-23,5314.76
708680,FL9679,6013,6001,2025-11-27,62583.56
708681,FL9680,6007,6016,2025-12-12,62484.11
708682,FL9681,6016,6012,2025-05-12,52640.63
708683,FL9682,6006,6002,2025-05-24,65187.56
708684,FL9683,6028,6028,2025-09-08,61982.3
708685,FL9684,6010,6007,2025-01-08,20292.38
708686,FL9685,6016,6001,2025-10-17,39226.67
708687,FL9686,6016,6002,2025-01-29,59424.57
708688,FL9687,6029,6013,2025-02-05,65276.65
708689,FL9688,6027,6014,2025-04-17,34549.1
708690,FL9689,6011,6027,2025-09-16,7210.67
708691,FL9690,6002,6025,2025-10-17,70120.38
708692,FL9691,6014,6013,2025-04-14,61311.46
708693,FL9692,6017,6026,2025-11-01,60172.23
708694,FL9693,6010,6020,2025-07-18,44233.69
708695,FL9694,6027,6002,2025-05-05,21495.93
708696,FL9695,6004,6002,2025-08-18,62578.98
708697,FL9696,6018,6010,2025-03-30,71895.32
708698,FL9697,6019,6022,2025-06-28,25101.47
708699,FL9698,6025,6019,2025-01-12,48060.69
708700,FL9699,6003,6028,2025-08-09,51352.96
708701,FL9700,6018,6004,2025-04-19,48552.13
708702,FL9701,6011,6013,2025-03-23,39044.1
708703,FL9702,6015,6004,2025-02-19,57939.74
708704,FL9703,6006,6016,2025-09-29,26607.44
708705,FL9704,6006,6009,2025-05-18,52047.78
708706,FL9705,6019,6025,2025-08-24,49016.01
708707,FL9706,6024,6009,2025-02-03,27318.12
708708,FL9707,6015,6009,2025-10-08,3564.41
708709,FL9708,6014,6029,2025-07-29,69631.55
708710,FL9709,6023,6008,2025-07-19,67922.61
708711,FL9710,6006,6024,2025-09-27,8005.24
708712,FL9711,6010,6009,2025-08-26,38146.29
708713,FL9712,6019,6013,2025-01-24,58727.96
708714,FL9713,6004,6015,2025-03-12,37093.79
708715,FL9714,6018,6002,2025-12-12,33350.14
708716,FL9715,6015,6022,2025-01-15,52025.42
708717,FL9716,6007,6006,2025-02-07,43144.6
708718,FL9717,6020,6014,2025-12-19,36235.13
708719,FL9718,6024,6027,2025-12-16,37983.98
708720,FL9719,6023,6010,2025-02-18,11312.45
708721,FL9720,6010,6026,2025-02-01,32164.21
708722,FL9721,6029,6023,2025-04-08,44097.54
708723,FL9722,6026,6019,2025-12-25,62179.35
708724,FL9723,6015,6030,2025-03-15,65209.16
708725,FL9724,6014,6027,2025-04-18,65180.77
708726,FL9725,6009,6028,2025-02-04,66983.68
708727,FL9726,6030,6024,2025-08-27,37352.07
708728,FL9727,6027,6012,2025-05-27,6616.74
708729,FL9728,6006,6029,2025-10-13,48131.67
708730,FL9729,6024,6017,2025-08-27,12534.94
708731,FL9730,6004,6023,2025-10-20,46902.37
708732,FL9731,6026,6019,2025-07-13,42186.47
708733,FL9732,6024,6003,2025-11-02,49428.02
708734,FL9733,6001,6028,2025-08-26,18361.9
708735,FL9734,6030,6029,2025-09-25,60762.86
708736,FL9735,6012,6030,2025-11-27,34563.95
708737,FL9736,6025,6030,2025-09-12,21352.78
708738,FL9737,6010,6020,2025-08-08,3547.47
708739,FL9738,6005,6019,2025-07-30,54912.02
708740,FL9739,6012,6018,2025-08-15,48191.4
708741,FL9740,6020,6011,2025-02-11,67985.07
708742,FL9741,6024,6018,2025-03-24,2966.17
708743,FL9742,6009,6001,2025-03-15,59343.82
708744,FL9743,6014,6030,2025-03-07,8578.61
708745,FL9744,6027,6010,2025-04-26,63612.22
708746,FL9745,6006,6010,2025-06-28,17148.61
708747,FL9746,6026,6009,2025-04-28,38411.37
708748,FL9747,6016,6028,2025-10-13,47052.32
708749,FL9748,6028,6015,2025-12-10,27316.57
708750,FL9749,6021,6015,2025-06-14,72170.74
708751,FL9750,6015,6011,2025-08-02,8167.66
708752,FL9751,6026,6016,2025-01-18,52860.16
708753,FL9752,6017,6025,2025-03-25,74199.29
708754,FL9753,6016,6017,2025-08-28,23490.65
708755,FL9754,6030,6020,2025-05-19,51753.1
708756,FL9755,6001,6004,2025-05-04,12534.21
708757,FL9756,6007,6012,2025-05-11,39816.69
708758,FL9757,6025,6004,2025-05-28,28402.85
708759,FL9758,6023,6002,2025-03-18,10338.19
708760,FL9759,6006,6008,2025-07-17,18553.01
708761,FL9760,6028,6022,2025-04-30,61760.28
708762,FL9761,6019,6019,2025-09-17,11772.83
708763,FL9762,6019,6022,2025-03-25,23645.16
708764,FL9763,6010,6013,2025-12-17,16324.86
708765,FL9764,6007,6030,2025-11-21,59992.73
708766,FL9765,6002,6021,2025-03-25,39193.31
708767,FL9766,6024,6021,2025-01-26,67842.85
708768,FL9767,6004,6010,2025-01-07,27465.49
708769,FL9768,6012,6015,2025-09-10,37972.86
708770,FL9769,6019,6019,2025-05-26,50071.52
708771,FL9770,6019,6025,2025-08-21,37110.35
708772,FL9771,6020,6015,2025-11-21,13388.25
708773,FL9772,6015,6007,2025-01-29,53768.36
708774,FL9773,6024,6008,2025-02-09,59115.31
708775,FL9774,6018,6025,2025-07-17,70741.44
708776,FL9775,6020,6008,2025-03-10,62248.72
708777,FL9776,6002,6005,2025-09-25,74412.64
708778,FL9777,6021,6018,2025-04-21,43505.7
708779,FL9778,6018,6030,2025-01-01,11464.87
708780,FL9779,6009,6027,2025-03-19,41432.77
708781,FL9780,6002,6004,2025-12-26,8645.31
708782,FL9781,6025,6013,2025-09-28,30304.41
708783,FL9782,6013,6025,2025-11-13,47036.88
708784,FL9783,6029,6007,2025-06-03,65971.48
708785,FL9784,6021,6021,2025-07-24,50976.93
708786,FL9785,6029,6029,2025-10-02,54106.89
708787,FL9786,6004,6003,2025-03-06,11262.28
708788,FL9787,6004,6026,2025-02-03,73424.55
708789,FL9788,6001,6005,2025-11-28,62248.28
708790,FL9789,6002,6002,2025-01-28,19336.47
708791,FL9790,6025,6018,2025-08-03,30363.7
708792,FL9791,6014,6028,2025-01-02,49872.39
708793,FL9792,6004,6011,2025-02-17,46304.04
708794,FL9793,6023,6004,2025-09-20,2513.95
708795,FL9794,6023,6027,2025-04-11,8897.77
708796,FL9795,6015,6019,2025-08-28,62434.8
708797,FL9796,6004,6029,2025-01-22,53465.44
708798,FL9797,6006,6010,2025-06-12,21100.6
708799,FL9798,6017,6029,2025-01-13,39546.07
708800,FL9799,6007,6029,2025-11-16,16829.11
708801,FL9800,6012,6027,2025-07-23,53150.46
708802,FL9801,6017,6006,2025-12-12,63445.32
708803,FL9802,6018,6028,2025-02-28,14634.93
708804,FL9803,6024,6026,2025-09-19,9153.6
708805,FL9804,6014,6030,2025-04-21,38038.97
708806,FL9805,6001,6024,2025-12-13,29432.63
708807,FL9806,6022,6002,2025-12-10,64187.22
708808,FL9807,6017,6018,2025-09-05,36236.17
708809,FL9808,6017,6005,2025-09-06,28855.57
708810,FL9809,6006,6001,2025-02-15,74115.23
708811,FL9810,6019,6029,2025-11-28,51855.5
708812,FL9811,6016,6025,2025-06-23,46842.04
708813,FL9812,6028,6007,2025-06-29,71286.71
708814,FL9813,6024,6030,2025-05-26,59112.67
708815,FL9814,6009,6021,2025-04-14,49156.66
708816,FL9815,6013,6027,2025-02-17,10970.32
708817,FL9816,6010,6027,2025-07-26,52023.0
708818,FL9817,6013,6008,2025-09-04,74620.44
708819,FL9818,6006,6015,2025-10-12,10850.55
708820,FL9819,6023,6007,2025-09-20,13541.36
708821,FL9820,6028,6003,2025-11-23,18086.85
708822,FL9821,6010,6012,2025-07-25,53863.91
708823,FL9822,6005,6010,2025-09-17,58151.27
708824,FL9823,6027,6008,2025-10-17,61894.45
708825,FL9824,6009,6002,2025-09-02,14647.94
708826,FL9825,6026,6027,2025-01-26,38524.18
708827,FL9826,6009,6004,2025-12-23,70941.17
708828,FL9827,6022,6026,2025-09-30,37304.17
708829,FL9828,6020,6011,2025-07-27,61995.57
708830,FL9829,6012,6006,2025-10-28,53695.87
708831,FL9830,6027,6009,2025-06-02,14255.79
708832,FL9831,6021,6004,2025-06-12,7153.66
708833,FL9832,6019,6023,2025-12-23,49122.84
708834,FL9833,6011,6011,2025-09-08,25619.77
708835,FL9834,6017,6026,2025-11-22,47632.91
708836,FL9835,6012,6004,2025-07-27,36919.4
708837,FL9836,6004,6026,2025-02-15,9787.11
708838,FL9837,6012,6019,2025-06-13,7749.93
708839,FL9838,6015,6002,2025-10-14,16762.4
708840,FL9839,6003,6007,2025-06-01,55522.12
708841,FL9840,6019,6008,2025-10-09,65863.94
708842,FL9841,6008,6011,2025-03-09,44138.38
708843,FL9842,6013,6017,2025-06-27,20362.0
708844,FL9843,6006,6020,2025-09-20,53088.68
708845,FL9844,6005,6027,2025-07-13,63415.69
708846,FL9845,6015,6007,2025-11-08,48786.17
708847,FL9846,6002,6021,2025-06-20,67434.44
708848,FL9847,6029,6024,2025-12-08,5082.79
708849,FL9848,6013,6024,2025-06-13,34584.38
708850,FL9849,6002,6022,2025-10-11,61576.25
708851,FL9850,6003,6022,2025-04-23,38581.72
708852,FL9851,6004,6018,2025-10-16,33147.24
708853,FL9852,6026,6019,2025-12-30,56027.09
708854,FL9853,6003,6008,2025-09-22,31703.34
708855,FL9854,6018,6006,2025-12-06,67075.18
708856,FL9855,6008,6022,2025-06-29,19398.82
708857,FL9856,6014,6008,2025-12-01,19394.63
708858,FL9857,6005,6023,2025-04-02,37546.24
708859,FL9858,6020,6006,2025-01-01,27378.38
708860,FL9859,6012,6018,2025-08-25,14575.46
708861,FL9860,6030,6009,2025-09-26,21466.13
708862,FL9861,6030,6026,2025-12-20,57964.76
708863,FL9862,6019,6014,2025-09-18,10225.31
708864,FL9863,6018,6014,2025-02-20,69823.45
708865,FL9864,6020,6018,2025-03-20,34376.86
708866,FL9865,6022,6005,2025-12-12,25078.71
708867,FL9866,6017,6012,2025-07-21,48619.48
708868,FL9867,6005,6010,2025-06-16,28283.67
708869,FL9868,6027,6026,2025-07-15,59816.8
708870,FL9869,6008,6018,2025-03-26,70754.23
708871,FL9870,6028,6025,2025-04-18,46067.61
708872,FL9871,6011,6024,2025-03-09,21984.78
708873,FL9872,6024,6013,2025-04-20,66282.85
708874,FL9873,6009,6023,2025-03-26,46733.19
708875,FL9874,6014,6029,2025-01-04,5138.38
708876,FL9875,6025,6015,2025-07-31,37100.03
708877,FL9876,6029,6020,2025-10-01,10806.68
708878,FL9877,6006,6023,2025-05-22,71852.17
708879,FL9878,6004,6006,2025-12-08,72671.69
708880,FL9879,6002,6030,2025-03-27,72209.97
708881,FL9880,6001,6028,2025-06-03,70035.72
708882,FL9881,6022,6019,2025-08-16,44031.73
708883,FL9882,6018,6006,2025-12-14,68023.95
708884,FL9883,6027,6028,2025-10-11,41318.89
708885,FL9884,6011,6003,2025-05-18,5155.84
708886,FL9885,6017,6020,2025-07-16,53765.96
708887,FL9886,6028,6021,2025-08-16,63597.07
708888,FL9887,6007,6009,2025-07-03,48816.94
708889,FL9888,6016,6010,2025-10-20,17201.31
708890,FL9889,6028,6009,2025-02-10,52969.65
708891,FL9890,6003,6014,2025-06-29,11366.37
708892,FL9891,6008,6021,2025-12-25,11395.58
708893,FL9892,6006,6025,2025-04-20,3383.18
708894,FL9893,6020,6021,2025-07-25,12460.78
708895,FL9894,6005,6021,2025-04-03,27407.05
708896,FL9895,6008,6025,2025-12-19,26249.92
708897,FL9896,6018,6018,2025-10-04,3619.82
708898,FL9897,6007,6023,2025-02-15,12853.85
708899,FL9898,6004,6004,2025-01-26,14784.76
708900,FL9899,6019,6005,2025-08-08,23190.71
708901,FL9900,6016,6017,2025-10-12,50145.24
708902,FL9901,6001,6004,2025-06-23,38395.83
708903,FL9902,6023,6008,2025-02-09,55151.67
708904,FL9903,6015,6029,2025-07-21,32592.29
708905,FL9904,6009,6025,2025-11-19,61535.45
708906,FL9905,6004,6027,2025-09-26,14717.62
708907,FL9906,6017,6013,2025-01-18,59462.93
708908,FL9907,6027,6009,2025-07-27,72179.68
708909,FL9908,6030,6029,2025-11-05,47194.7
708910,FL9909,6021,6015,2025-01-09,6688.49
708911,FL9910,6010,6020,2025-02-12,64379.91
708912,FL9911,6018,6006,2025-12-16,46874.92
708913,FL9912,6013,6001,2025-09-22,65537.7
708914,FL9913,6003,6027,2025-10-06,9716.48
708915,FL9914,6018,6017,2025-10-08,5594.68
708916,FL9915,6013,6003,2025-11-07,55010.82
708917,FL9916,6003,6019,2025-01-31,62101.25
708918,FL9917,6001,6010,2025-02-01,9078.93
708919,FL9918,6005,6007,2025-09-30,37379.18
708920,FL9919,6020,6006,2025-02-04,54864.84
708921,FL9920,6006,6030,2025-02-13,5338.23
708922,FL9921,6012,6010,2025-08-23,72582.61
708923,FL9922,6012,6005,2025-09-28,41433.27
708924,FL9923,6027,6018,2025-02-11,17998.0
708925,FL9924,6025,6021,2025-04-26,45663.83
708926,FL9925,6020,6010,2025-10-17,64108.0
708927,FL9926,6008,6024,2025-04-23,36368.41
708928,FL9927,6020,6028,2025-12-23,42528.94
708929,FL9928,6010,6008,2025-07-05,27745.68
708930,FL9929,6020,6009,2025-07-29,15362.58
708931,FL9930,6028,6004,2025-03-27,31744.74
708932,FL9931,6019,6014,2025-10-06,32561.78
708933,FL9932,6018,6001,2025-12-02,64746.53
708934,FL9933,6021,6023,2025-01-08,2603.67
708935,FL9934,6025,6023,2025-09-06,45980.86
708936,FL9935,6016,6027,2025-07-23,30712.7
708937,FL9936,6001,6025,2025-09-24,53563.32
708938,FL9937,6001,6012,2025-10-05,23510.39
708939,FL9938,6010,6023,2025-10-01,54301.97
708940,FL9939,6025,6015,2025-09-24,23822.18
708941,FL9940,6024,6024,2025-12-27,63360.06
708942,FL9941,6004,6011,2025-01-19,24087.7
708943,FL9942,6010,6013,2025-01-01,21992.04
708944,FL9943,6010,6022,2025-02-24,58083.72
708945,FL9944,6009,6012,2025-05-21,3181.47
708946,FL9945,6021,6017,2025-01-14,5501.93
708947,FL9946,6024,6015,2025-08-13,67452.31
708948,FL9947,6005,6028,2025-08-05,54038.05
708949,FL9948,6021,6007,2025-03-24,29962.63
708950,FL9949,6003,6002,2025-09-24,46777.42
708951,FL9950,6022,6004,2025-03-27,16637.61
708952,FL9951,6006,6030,2025-09-25,17209.09
708953,FL9952,6016,6017,2025-03-15,26119.88
708954,FL9953,6029,6026,2025-12-03,61766.38
708955,FL9954,6014,6021,2025-12-20,26868.01
708956,FL9955,6006,6014,2025-10-16,44747.48
708957,FL9956,6009,6025,2025-07-15,32644.92
708958,FL9957,6019,6019,2025-04-04,13398.55
708959,FL9958,6008,6005,2025-12-28,43158.65
708960,FL9959,6017,6017,2025-06-30,3138.12
708961,FL9960,6005,6008,2025-10-09,47737.32
708962,FL9961,6028,6026,2025-01-09,74354.01
708963,FL9962,6023,6016,2025-02-19,21956.19
708964,FL9963,6014,6023,2025-05-06,57062.46
708965,FL9964,6009,6001,2025-07-24,20914.16
708966,FL9965,6001,6028,2025-08-27,32976.23
708967,FL9966,6005,6025,2025-10-13,23343.53
708968,FL9967,6007,6008,2025-12-17,3627.32
708969,FL9968,6026,6004,2025-11-14,7712.15
708970,FL9969,6011,6006,2025-09-26,27890.55
708971,FL9970,6025,6021,2025-12-04,74226.14
708972,FL9971,6002,6003,2025-01-01,27219.09
708973,FL9972,6003,6017,2025-08-28,49645.1
708974,FL9973,6012,6022,2025-02-08,17501.39
708975,FL9974,6004,6002,2025-07-28,46061.91
708976,FL9975,6021,6017,2025-10-20,51246.0
708977,FL9976,6025,6009,2025-11-18,40040.15
708978,FL9977,6025,6008,2025-06-19,71347.64
708979,FL9978,6015,6005,2025-05-10,3664.43
708980,FL9979,6025,6024,2025-04-19,15741.19
708981,FL9980,6008,6018,2025-06-24,10872.97
708982,FL9981,6027,6013,2025-12-10,23347.88
708983,FL9982,6005,6022,2025-11-16,22140.34
708984,FL9983,6010,6009,2025-12-05,53237.22
708985,FL9984,6013,6028,2025-05-17,62756.1
708986,FL9985,6022,6024,2025-06-11,71108.64
708987,FL9986,6002,6022,2025-03-29,14763.23
708988,FL9987,6012,6015,2025-08-17,2664.76
708989,FL9988,6020,6028,2025-03-01,65158.11
708990,FL9989,6008,6004,2025-07-15,41637.71
708991,FL9990,6006,6007,2025-06-26,62122.68
708992,FL9991,6015,6011,2025-04-22,48726.31
708993,FL9992,6011,6016,2025-01-23,50994.59
708994,FL9993,6011,6020,2025-04-03,4302.71
708995,FL9994,6017,6005,2025-11-29,45587.57
708996,FL9995,6002,6021,2025-09-03,10749.2
708997,FL9996,6013,6001,2025-03-03,30299.32
708998,FL9997,6026,6030,2025-10-12,19034.24
708999,FL9998,6007,6022,2025-06-30,17554.98
709000,FL9999,6010,6027,2025-06-06,55946.84
709001,FL10000,6020,6028,2025-03-13,38078.61
709002,FL10001,6024,6026,2025-03-19,7173.24
709003,FL10002,6018,6022,2025-11-03,44346.66
709004,FL10003,6026,6002,2025-01-05,46978.49
709005,FL10004,6014,6004,2025-02-21,29437.01
709006,FL10005,6019,6001,2025-03-31,66218.82
709007,FL10006,6025,6025,2025-03-27,26591.75
709008,FL10007,6025,6019,2025-12-07,34238.54
709009,FL10008,6007,6022,2025-08-13,9736.57
709010,FL10009,6027,6001,2025-10-13,37577.68
709011,FL10010,6007,6027,2025-12-11,58515.84
709012,FL10011,6006,6027,2025-06-04,57401.37
709013,FL10012,6009,6018,2025-10-30,73073.88
709014,FL10013,6021,6010,2025-12-21,21933.41
709015,FL10014,6030,6023,2025-09-08,34040.62
709016,FL10015,6028,6024,2025-07-03,52731.69
709017,FL10016,6009,6005,2025-01-11,63479.81
709018,FL10017,6015,6015,2025-03-30,55219.84
709019,FL10018,6010,6003,2025-07-14,55850.39
709020,FL10019,6019,6008,2025-06-01,43077.45
709021,FL10020,6025,6004,2025-08-08,62775.32
709022,FL10021,6005,6023,2025-04-07,56759.24
709023,FL10022,6025,6021,2025-01-25,4627.25
709024,FL10023,6025,6008,2025-07-05,73093.77
709025,FL10024,6003,6015,2025-04-26,4857.11
709026,FL10025,6021,6008,2025-07-22,70809.46
709027,FL10026,6023,6002,2025-04-14,55817.03
709028,FL10027,6021,6012,2025-06-01,36102.55
709029,FL10028,6023,6024,2025-02-05,42359.53
709030,FL10029,6020,6013,2025-06-09,33583.94
709031,FL10030,6019,6006,2025-08-15,5724.96
709032,FL10031,6012,6029,2025-10-30,16499.4
709033,FL10032,6011,6009,2025-07-06,71351.14
709034,FL10033,6024,6004,2025-06-30,6032.45
709035,FL10034,6027,6018,2025-05-17,11983.05
709036,FL10035,6001,6029,2025-05-16,4305.32
709037,FL10036,6025,6015,2025-10-21,54277.4
709038,FL10037,6019,6003,2025-02-16,18604.15
709039,FL10038,6021,6005,2025-04-08,67394.39
709040,FL10039,6013,6005,2025-06-04,74334.65
709041,FL10040,6023,6027,2025-03-23,41568.91
709042,FL10041,6001,6013,2025-03-06,62315.28
709043,FL10042,6004,6009,2025-03-03,55874.42
709044,FL10043,6010,6011,2025-05-10,14793.87
709045,FL10044,6024,6007,2025-05-22,54595.41
709046,FL10045,6016,6023,2025-02-06,28641.99
709047,FL10046,6027,6016,2025-08-05,26637.14
709048,FL10047,6028,6027,2025-08-24,30086.15
709049,FL10048,6022,6023,2025-01-26,74405.9
709050,FL10049,6023,6024,2025-09-09,45144.77
709051,FL10050,6011,6009,2025-09-03,52917.45
709052,FL10051,6029,6002,2025-05-14,50070.93
709053,FL10052,6017,6010,2025-06-03,71912.62
709054,FL10053,6029,6021,2025-07-04,36932.73
709055,FL10054,6007,6028,2025-06-08,54477.0
709056,FL10055,6013,6029,2025-02-08,37452.91
709057,FL10056,6024,6005,2025-07-28,16848.69
709058,FL10057,6004,6027,2025-05-16,34956.02
709059,FL10058,6011,6022,2025-08-22,66758.37
709060,FL10059,6017,6010,2025-01-26,33299.49
709061,FL10060,6015,6026,2025-10-19,12940.43
709062,FL10061,6011,6009,2025-04-11,49526.26
709063,FL10062,6026,6011,2025-07-28,72825.62
709064,FL10063,6024,6017,2025-07-08,69838.2
709065,FL10064,6002,6016,2025-11-17,24850.49
709066,FL10065,6001,6020,2025-10-14,47496.94
709067,FL10066,6003,6010,2025-08-20,15227.18
709068,FL10067,6023,6003,2025-08-18,51386.23
709069,FL10068,6007,6025,2025-03-30,18019.88
709070,FL10069,6014,6028,2025-04-15,58883.15
709071,FL10070,6029,6010,2025-01-08,38393.98
709072,FL10071,6018,6014,2025-06-07,71207.8
709073,FL10072,6016,6009,2025-06-25,69028.16
709074,FL10073,6022,6020,2025-11-03,36392.45
709075,FL10074,6015,6014,2025-03-09,55506.73
709076,FL10075,6011,6023,2025-12-20,71409.95
709077,FL10076,6009,6030,2025-10-17,58228.01
709078,FL10077,6011,6009,2025-03-07,39798.95
709079,FL10078,6004,6028,2025-07-02,2542.0
709080,FL10079,6017,6022,2025-05-03,14057.05
709081,FL10080,6012,6012,2025-04-24,13787.32
709082,FL10081,6007,6018,2025-11-09,25431.44
709083,FL10082,6007,6004,2025-07-01,20556.84
709084,FL10083,6021,6014,2025-11-21,69054.89
709085,FL10084,6016,6012,2025-04-28,52752.55
709086,FL10085,6013,6005,2025-12-05,42378.95
709087,FL10086,6024,6007,2025-04-09,26698.75
709088,FL10087,6018,6017,2025-09-07,8208.85
709089,FL10088,6026,6030,2025-06-24,51095.66
709090,FL10089,6026,6012,2025-06-30,13292.59
709091,FL10090,6003,6011,2025-06-29,42207.9
709092,FL10091,6010,6001,2025-03-15,52121.26
709093,FL10092,6024,6012,2025-10-15,74381.88
709094,FL10093,6011,6007,2025-07-18,39271.6
709095,FL10094,6024,6019,2025-09-26,42081.25
709096,FL10095,6005,6009,2025-04-09,20023.98
709097,FL10096,6022,6013,2025-07-03,54055.99
709098,FL10097,6015,6014,2025-10-27,20512.19
709099,FL10098,6004,6012,2025-10-30,68026.85
709100,FL10099,6005,6019,2025-06-12,13574.96
709101,FL10100,6009,6007,2025-05-18,52709.32
709102,FL10101,6002,6022,2025-10-06,67960.79
709103,FL10102,6023,6014,2025-09-26,40262.5
709104,FL10103,6005,6002,2025-06-13,45098.36
709105,FL10104,6018,6004,2025-04-30,9216.34
709106,FL10105,6006,6019,2025-04-18,61952.11
709107,FL10106,6008,6029,2025-08-03,31164.81
709108,FL10107,6011,6027,2025-09-04,4435.74
709109,FL10108,6023,6017,2025-11-07,27553.32
709110,FL10109,6007,6028,2025-06-01,13574.85
709111,FL10110,6025,6005,2025-12-04,73597.97
709112,FL10111,6029,6015,2025-11-08,65079.45
709113,FL10112,6010,6003,2025-05-13,31136.65
709114,FL10113,6003,6027,2025-03-01,39239.37
709115,FL10114,6008,6022,2025-06-11,15250.93
709116,FL10115,6020,6012,2025-11-14,21854.55
709117,FL10116,6023,6021,2025-02-16,68044.11
709118,FL10117,6004,6026,2025-07-09,32975.87
709119,FL10118,6015,6029,2025-02-06,65939.55
709120,FL10119,6024,6018,2025-08-06,6661.66
